 -0.608274, -4.511719,  3.000000,  6.000000,  0.000000,  6.000000,  9.000000
  0.311351,  0.527344,  1.000000,  6.000000,  0.000000, 13.000000,  5.000000
 -0.796037,  0.644531,  3.000000,  4.000000,  2.000000, 12.000000,  5.000000
  0.107216,  0.878906,  2.000000,  4.000000,  1.000000,  9.000000,  4.000000
  0.087778,  0.175781,  1.000000,  5.000000,  1.000000, 10.000000,  8.000000
 -1.097831, -1.933594,  1.000000,  4.000000,  1.000000,  8.000000,  2.000000
  0.417456,  0.058594,  3.000000,  6.000000,  0.000000,  9.000000,  6.000000
 -1.877297, 11.777344,  1.000000,  4.000000,  0.000000,  9.000000,  5.000000
  0.041004, -3.164062,  2.000000,  6.000000,  0.000000,  9.000000,  6.000000
 -1.196928,  4.394531,  0.000000,  6.000000,  0.000000,  8.000000,  5.000000
  0.222762,  1.875000,  4.000000,  5.000000,  0.000000, 11.000000,  8.000000
  0.959251,  1.464844,  1.000000,  5.000000,  0.000000,  2.000000,  6.000000
 -0.324360,  1.054688,  0.000000,  4.000000,  1.000000, 12.000000,  6.000000
 -1.253942, -0.585938,  1.000000,  4.000000,  0.000000, 13.000000,  3.000000
  0.364895,  5.566406,  2.000000,  4.000000,  2.000000,  8.000000, 10.000000
 -0.091668,  9.492188,  4.000000,  4.000000,  2.000000,  6.000000,  7.000000
  0.934223, -2.402344,  2.000000,  5.000000,  1.000000, 13.000000,  9.000000
  0.926223,  1.289062,  1.000000,  6.000000,  0.000000,  6.000000,  3.000000
 -0.549977,  3.574219,  3.000000,  4.000000,  1.000000, 10.000000,  9.000000
 -0.401255, -3.339844,  1.000000,  6.000000,  0.000000,  7.000000,  2.000000
 -0.614823, -3.339844,  5.000000,  4.000000,  1.000000,  9.000000,  8.000000
 -0.779845,  0.000000,  0.000000,  6.000000,  0.000000,  7.000000,  3.000000
  0.029293,  1.113281,  0.000000,  6.000000,  0.000000,  6.000000,  4.000000
 -0.211314,  1.992188,  1.000000,  5.000000,  1.000000,  9.000000,  4.000000
 -1.415330, -3.515625,  0.000000,  6.000000,  0.000000,  8.000000,  5.000000
 -1.054893,  4.804688,  2.000000,  4.000000,  1.000000, 10.000000,  4.000000
 -1.449733,  3.339844,  3.000000,  4.000000,  1.000000, 12.000000,  3.000000
 -0.296421, -4.570312,  5.000000,  4.000000,  1.000000,  7.000000,  6.000000
  1.218364, -2.167969,  0.000000,  6.000000,  0.000000,  5.000000,  5.000000
  0.087778,  2.929688,  3.000000,  4.000000,  0.000000, 11.000000,  3.000000
 -0.757486, -5.800781,  1.000000,  6.000000,  0.000000,  7.000000,  7.000000
  0.578514,  1.113281,  1.000000,  6.000000,  0.000000,  6.000000,  3.000000
  1.209836, -8.320312,  1.000000,  5.000000,  0.000000, 12.000000,  5.000000
  1.682199, -2.871094,  3.000000,  6.000000,  1.000000,  7.000000,  3.000000
 -0.003906, -9.785156,  4.000000,  4.000000,  1.000000, 10.000000,  5.000000
  1.286472,-10.195312,  1.000000,  4.000000,  1.000000, 11.000000,  4.000000
 -0.101389,  0.703125,  1.000000,  4.000000,  0.000000, 12.000000,  2.000000
  0.255039,  2.460938,  4.000000,  4.000000,  2.000000, 10.000000,  9.000000
  1.605826,  2.226562,  1.000000,  6.000000,  1.000000, 10.000000,  3.000000
  1.670906, -0.292969,  1.000000,  6.000000,  1.000000, 12.000000,  4.000000
  0.555043,  3.984375,  4.000000,  4.000000,  1.000000, 12.000000,  5.000000
 -0.431771,  3.808594,  0.000000,  5.000000,  0.000000,  4.000000,  8.000000
 -0.266370,  0.937500,  1.000000,  6.000000,  0.000000, 11.000000,  6.000000
  0.749961,  6.621094,  0.000000,  6.000000,  0.000000, 12.000000,  9.000000
 -0.822163, -7.851562,  3.000000,  5.000000,  0.000000,  8.000000,  6.000000
  0.561778, -1.347656,  1.000000,  6.000000,  0.000000,  5.000000,  5.000000
  0.524453,  1.582031,  0.000000,  5.000000,  0.000000,  9.000000,  7.000000
 -0.237982,  5.332031,  2.000000,  5.000000,  0.000000, 13.000000,  6.000000
